timestamp,id_maquina,temperatura_c,pressao_psi,vibracao_mm_s
2025-05-08 15:48:32.567632,MCH_0069,89.01,25.54,0.93
2025-03-22 07:18:32.567632,MCH_0019,77.5,31.89,0.85
2025-03-14 02:48:32.567632,MCH_0071,80.87,36.03,0.86
2025-04-15 14:18:32.567632,MCH_0007,92.34,38.73,1.18
2025-04-08 07:18:32.567632,MCH_0020,89.85,29.55,1.81
2025-03-08 01:48:32.567632,MCH_0069,60.98,31.35,0.96
2025-04-26 03:18:32.567632,MCH_0045,79.71,33.52,1.0
2025-05-12 12:03:32.567632,MCH_0065,72.72,31.18,1.55
2025-04-13 18:03:32.567632,MCH_0010,77.14,26.95,1.66
2025-04-08 21:18:32.567632,MCH_0028,86.27,25.84,1.56
2025-04-08 14:33:32.567632,MCH_0028,62.67,42.42,1.39
2025-04-24 12:18:32.567632,MCH_0088,72.88,42.28,1.21
2025-05-09 08:33:32.567632,MCH_0043,67.23,27.18,1.53
2025-05-16 09:18:32.567632,MCH_0037,59.89,29.72,1.33
2025-06-03 19:48:32.567632,MCH_0041,72.99,34.02,1.32
2025-04-17 14:33:32.567632,MCH_0036,77.3,28.48,1.51
2025-06-06 00:48:32.567632,MCH_0053,75.93,31.91,1.25
2025-03-14 03:33:32.567632,MCH_0099,88.46,25.38,0.61
2025-03-21 22:18:32.567632,MCH_0024,60.74,30.18,0.7
2025-05-15 14:03:32.567632,MCH_0017,62.94,28.77,0.86
2025-03-06 13:48:32.567632,MCH_0083,82.04,31.52,1.14
2025-04-30 16:48:32.567632,MCH_0067,70.1,33.2,0.93
2025-03-25 20:33:32.567632,MCH_0085,50.8,24.02,1.43
2025-06-05 14:03:32.567632,MCH_0005,68.95,34.89,1.24
2025-03-20 18:18:32.567632,MCH_0030,81.92,34.46,1.2
2025-04-30 20:33:32.567632,MCH_0095,75.1,23.49,2.13
2025-05-29 22:18:32.567632,MCH_0004,86.0,30.66,1.47
2025-06-03 22:33:32.567632,MCH_0098,76.65,28.0,1.31
2025-05-21 10:33:32.567632,MCH_0100,85.26,34.57,1.01
2025-05-17 19:18:32.567632,MCH_0018,63.57,30.88,1.74
2025-04-16 06:48:32.567632,MCH_0018,60.81,28.08,0.7
2025-03-01 23:18:32.567632,MCH_0083,86.88,26.59,0.97
2025-04-26 12:03:32.567632,MCH_0024,73.78,28.36,1.09
2025-06-12 09:48:32.567632,MCH_0051,49.62,25.03,0.98
2025-04-22 15:33:32.567632,MCH_0084,70.82,27.42,1.47
2025-06-05 11:48:32.567632,MCH_0050,90.54,32.14,1.27
2025-05-11 13:48:32.567632,MCH_0029,80.56,25.35,1.16
2025-04-19 03:03:32.567632,MCH_0078,82.2,33.36,1.19
2025-05-03 17:18:32.567632,MCH_0060,69.9,32.81,1.27
2025-03-28 03:33:32.567632,MCH_0049,87.16,29.93,1.11
2025-03-08 07:03:32.567632,MCH_0059,75.6,21.95,1.6
2025-04-09 22:33:32.567632,MCH_0086,71.44,24.11,1.66
2025-04-02 06:33:32.567632,MCH_0097,72.42,28.95,1.36
2025-04-25 20:33:32.567632,MCH_0084,74.28,29.64,1.36
2025-04-12 14:18:32.567632,MCH_0047,87.63,32.48,1.04
2025-04-19 13:18:32.567632,MCH_0098,79.58,36.09,1.43
2025-04-03 20:03:32.567632,MCH_0030,81.93,21.05,1.07
2025-05-12 18:33:32.567632,MCH_0013,65.14,28.75,1.55
2025-05-21 15:33:32.567632,MCH_0073,89.08,34.71,1.64
2025-03-26 15:33:32.567632,MCH_0032,79.39,34.73,1.12
2025-05-27 07:33:32.567632,MCH_0065,69.64,34.46,1.48
2025-06-08 05:03:32.567632,MCH_0017,75.3,35.04,0.93
2025-03-06 02:33:32.567632,MCH_0092,80.34,35.1,1.48
2025-05-26 15:48:32.567632,MCH_0087,62.35,21.93,1.33
2025-04-19 14:33:32.567632,MCH_0019,76.47,24.73,1.31
2025-04-18 12:03:32.567632,MCH_0097,78.61,32.59,0.94
2025-05-11 14:48:32.567632,MCH_0059,63.17,33.09,1.03
2025-05-19 20:18:32.567632,MCH_0099,73.79,24.1,1.29
2025-06-09 23:18:32.567632,MCH_0080,78.43,26.16,1.0
2025-05-20 10:18:32.567632,MCH_0035,79.13,30.92,1.31
2025-06-02 16:48:32.567632,MCH_0065,75.01,28.86,1.37
2025-03-07 17:48:32.567632,MCH_0093,74.24,27.06,0.87
2025-04-20 17:48:32.567632,MCH_0003,75.05,29.75,0.67
2025-03-08 03:03:32.567632,MCH_0087,60.83,24.12,1.33
2025-05-28 11:48:32.567632,MCH_0069,86.49,24.68,0.6
2025-05-06 13:33:32.567632,MCH_0093,68.44,28.33,1.25
2025-05-30 09:03:32.567632,MCH_0038,82.52,28.63,1.4
2025-03-31 22:33:32.567632,MCH_0055,61.32,31.17,1.38
2025-03-25 15:48:32.567632,MCH_0039,77.81,35.0,1.32
2025-06-05 06:48:32.567632,MCH_0086,82.34,28.68,0.87
2025-03-02 20:48:32.567632,MCH_0033,89.43,24.98,1.09
2025-06-03 14:33:32.567632,MCH_0037,75.06,34.87,1.81
2025-03-29 22:48:32.567632,MCH_0080,71.45,32.32,1.11
2025-04-23 03:33:32.567632,MCH_0089,69.36,30.41,0.68
2025-03-03 01:03:32.567632,MCH_0057,85.4,25.9,1.02
2025-04-01 23:18:32.567632,MCH_0081,62.35,26.24,1.18
2025-03-27 23:03:32.567632,MCH_0091,85.26,28.28,1.43
2025-05-30 07:03:32.567632,MCH_0027,94.83,18.75,0.9
2025-06-07 02:03:32.567632,MCH_0088,80.81,28.94,1.01
2025-03-31 07:48:32.567632,MCH_0047,78.19,34.53,0.95
2025-03-11 04:03:32.567632,MCH_0069,87.28,25.75,1.37
2025-05-03 11:33:32.567632,MCH_0100,92.08,32.74,1.41
2025-03-24 21:48:32.567632,MCH_0050,91.11,39.01,1.12
2025-05-16 06:18:32.567632,MCH_0023,87.76,26.51,1.09
2025-03-30 04:48:32.567632,MCH_0025,69.19,24.22,1.31
2025-04-24 09:33:32.567632,MCH_0054,69.74,36.08,0.49
2025-03-30 13:18:32.567632,MCH_0070,70.97,29.46,1.01
2025-03-13 13:03:32.567632,MCH_0058,86.81,31.51,1.19
2025-05-26 18:33:32.567632,MCH_0062,76.39,22.58,1.35
2025-06-04 23:18:32.567632,MCH_0019,80.65,35.42,1.39
2025-06-01 13:03:32.567632,MCH_0020,60.78,41.92,1.78
2025-05-06 16:48:32.567632,MCH_0051,77.11,31.01,1.81
2025-05-30 23:33:32.567632,MCH_0040,79.29,35.47,1.05
2025-05-18 11:18:32.567632,MCH_0043,80.04,24.05,1.46
2025-04-22 02:03:32.567632,MCH_0062,82.43,30.14,1.81
2025-03-28 03:48:32.567632,MCH_0003,71.55,33.74,0.74
2025-04-07 05:48:32.567632,MCH_0026,71.07,23.38,1.34
2025-05-09 04:33:32.567632,MCH_0047,60.22,27.51,1.66
2025-06-03 10:48:32.567632,MCH_0093,88.99,24.4,1.05
2025-04-16 16:03:32.567632,MCH_0084,77.91,30.0,1.57
2025-04-26 21:18:32.567632,MCH_0058,82.12,33.94,1.58
2025-04-21 23:03:32.567632,MCH_0025,77.55,28.62,0.82
2025-03-07 20:03:32.567632,MCH_0064,94.66,33.96,1.35
2025-05-29 02:03:32.567632,MCH_0017,100.05,26.63,1.24
2025-05-01 20:33:32.567632,MCH_0006,75.4,31.71,1.49
2025-05-31 16:18:32.567632,MCH_0023,78.29,29.47,1.38
2025-03-21 02:48:32.567632,MCH_0010,87.54,28.42,0.92
2025-03-30 02:03:32.567632,MCH_0069,65.43,35.8,1.1
2025-05-31 12:03:32.567632,MCH_0072,74.32,30.63,0.9
2025-03-20 23:03:32.567632,MCH_0055,77.46,35.5,0.75
2025-05-09 10:33:32.567632,MCH_0031,67.64,23.9,1.33
2025-03-24 16:48:32.567632,MCH_0009,80.19,24.44,0.94
2025-04-22 03:03:32.567632,MCH_0056,87.07,29.33,0.78
2025-05-04 10:03:32.567632,MCH_0019,77.41,34.73,1.47
2025-03-14 16:18:32.567632,MCH_0087,79.9,32.64,1.16
2025-04-09 01:03:32.567632,MCH_0084,60.77,14.48,1.28
2025-06-04 10:18:32.567632,MCH_0091,85.02,14.32,0.98
2025-03-23 12:33:32.567632,MCH_0060,69.45,26.56,1.26
2025-03-19 00:18:32.567632,MCH_0099,84.67,32.29,1.52
2025-03-27 11:33:32.567632,MCH_0010,68.44,28.72,1.42
2025-05-06 15:18:32.567632,MCH_0078,62.9,27.95,1.11
2025-04-11 20:18:32.567632,MCH_0048,88.72,34.45,0.93
2025-03-09 16:33:32.567632,MCH_0042,65.61,29.52,1.57
2025-05-04 17:33:32.567632,MCH_0078,83.86,27.6,1.03
2025-05-08 11:33:32.567632,MCH_0013,68.12,22.25,1.42
2025-04-06 13:48:32.567632,MCH_0010,78.58,30.66,1.22
2025-04-06 22:03:32.567632,MCH_0018,46.8,25.45,1.75
2025-05-09 13:48:32.567632,MCH_0050,78.21,28.65,1.0
2025-04-22 05:33:32.567632,MCH_0060,68.02,29.92,1.93
2025-04-19 18:48:32.567632,MCH_0062,80.72,33.0,1.3
2025-06-05 01:03:32.567632,MCH_0090,64.81,33.69,1.29
2025-05-17 09:48:32.567632,MCH_0015,68.73,32.06,0.92
2025-05-22 01:18:32.567632,MCH_0044,88.72,35.69,0.98
2025-05-07 08:03:32.567632,MCH_0092,73.97,34.09,0.39
2025-06-10 06:48:32.567632,MCH_0028,77.34,32.51,1.32
2025-03-04 22:48:32.567632,MCH_0026,73.97,32.08,1.19
2025-03-11 09:48:32.567632,MCH_0046,81.29,37.4,1.65
2025-05-13 04:18:32.567632,MCH_0100,97.93,31.64,1.1
2025-04-06 21:18:32.567632,MCH_0049,75.4,29.9,1.04
2025-03-20 22:48:32.567632,MCH_0040,91.12,33.33,1.28
2025-03-24 03:33:32.567632,MCH_0049,57.67,30.19,0.98
2025-04-05 21:18:32.567632,MCH_0092,69.5,36.08,0.61
2025-03-25 18:03:32.567632,MCH_0085,75.66,31.07,1.32
2025-03-23 21:33:32.567632,MCH_0064,91.25,32.6,1.5
2025-03-11 00:03:32.567632,MCH_0015,94.17,27.39,1.31
2025-04-14 07:33:32.567632,MCH_0019,76.77,31.53,0.93
2025-05-08 05:03:32.567632,MCH_0078,89.87,30.94,1.73
2025-06-01 02:03:32.567632,MCH_0052,87.65,36.92,0.98
2025-03-06 07:03:32.567632,MCH_0036,84.62,22.95,0.67
2025-06-01 08:48:32.567632,MCH_0097,73.93,26.99,0.93
2025-03-06 18:18:32.567632,MCH_0061,72.32,33.95,1.72
2025-03-23 23:18:32.567632,MCH_0040,71.91,34.33,0.62
2025-04-07 05:48:32.567632,MCH_0064,70.68,31.45,0.84
2025-03-20 07:33:32.567632,MCH_0011,89.55,23.67,1.3
2025-06-07 05:18:32.567632,MCH_0098,81.66,28.98,1.41
2025-05-06 12:03:32.567632,MCH_0039,80.69,27.47,1.3
2025-04-08 09:18:32.567632,MCH_0028,81.1,31.44,0.7
2025-04-26 05:33:32.567632,MCH_0095,72.53,36.52,1.29
2025-03-14 01:48:32.567632,MCH_0020,84.36,31.52,0.84
2025-06-12 14:03:32.567632,MCH_0098,85.2,21.41,1.72
2025-04-27 08:33:32.567632,MCH_0100,72.89,23.27,1.08
2025-04-26 09:33:32.567632,MCH_0039,69.62,27.97,0.67
2025-06-08 08:03:32.567632,MCH_0076,53.67,39.19,1.49
2025-04-12 11:33:32.567632,MCH_0045,69.45,29.24,1.72
2025-05-19 23:33:32.567632,MCH_0008,87.04,31.31,1.54
2025-05-28 15:48:32.567632,MCH_0049,77.03,33.88,0.79
2025-03-06 13:03:32.567632,MCH_0068,62.9,26.97,1.35
2025-03-20 03:48:32.567632,MCH_0078,73.64,29.86,1.29
2025-05-18 00:18:32.567632,MCH_0053,53.77,18.11,1.41
2025-05-11 23:48:32.567632,MCH_0027,65.11,29.92,1.26
2025-06-02 16:33:32.567632,MCH_0017,78.16,28.27,0.88
2025-05-02 06:48:32.567632,MCH_0018,69.19,33.43,0.93
2025-05-17 11:33:32.567632,MCH_0016,82.68,33.11,0.81
2025-06-11 01:33:32.567632,MCH_0018,55.09,32.12,0.52
2025-05-26 12:18:32.567632,MCH_0063,78.26,23.71,0.99
2025-03-17 07:48:32.567632,MCH_0070,69.81,29.73,1.13
2025-06-08 23:48:32.567632,MCH_0017,81.25,30.39,1.64
2025-03-31 23:03:32.567632,MCH_0088,81.31,25.22,1.28
2025-05-22 11:03:32.567632,MCH_0022,71.88,32.9,1.41
2025-04-02 15:48:32.567632,MCH_0041,69.62,32.72,1.13
2025-04-05 10:03:32.567632,MCH_0047,64.88,31.75,0.9
2025-05-11 13:33:32.567632,MCH_0083,59.7,30.53,1.65
2025-05-06 00:33:32.567632,MCH_0010,86.14,29.3,1.06
2025-03-26 13:18:32.567632,MCH_0013,74.73,32.05,1.06
2025-04-03 18:48:32.567632,MCH_0076,72.33,32.28,1.62
2025-04-01 14:03:32.567632,MCH_0093,88.66,21.95,0.98
2025-03-15 15:03:32.567632,MCH_0019,69.2,31.47,1.2
2025-03-28 23:33:32.567632,MCH_0026,80.73,27.53,1.15
2025-05-17 17:18:32.567632,MCH_0071,80.12,31.09,0.86
2025-05-14 18:48:32.567632,MCH_0084,95.89,24.11,1.4
2025-05-07 15:48:32.567632,MCH_0051,86.11,20.44,0.8
2025-03-04 10:33:32.567632,MCH_0027,73.49,39.46,1.31
2025-03-08 12:03:32.567632,MCH_0035,84.17,26.96,1.37
2025-03-30 17:48:32.567632,MCH_0073,62.59,27.96,1.19
2025-04-24 11:48:32.567632,MCH_0097,80.95,28.89,1.48
2025-03-12 04:33:32.567632,MCH_0095,79.54,33.03,0.85
2025-04-18 03:03:32.567632,MCH_0014,82.16,29.12,1.74
2025-05-12 05:33:32.567632,MCH_0026,84.02,30.82,1.55
2025-05-21 00:48:32.567632,MCH_0061,54.1,28.55,1.23
2025-06-01 01:33:32.567632,MCH_0085,84.29,25.96,1.3
2025-04-05 16:48:32.567632,MCH_0094,76.25,32.49,1.37
2025-03-30 18:48:32.567632,MCH_0045,66.71,32.43,0.92
2025-04-28 06:48:32.567632,MCH_0004,77.88,32.48,1.24
2025-04-08 13:48:32.567632,MCH_0031,89.25,21.37,1.82
2025-03-18 22:03:32.567632,MCH_0037,51.47,19.1,0.99
2025-04-13 23:33:32.567632,MCH_0075,66.67,26.18,1.15
2025-05-13 20:03:32.567632,MCH_0061,64.71,29.95,1.23
2025-05-31 04:33:32.567632,MCH_0097,62.52,33.34,1.15
2025-03-09 02:03:32.567632,MCH_0055,74.29,27.51,1.15
2025-04-18 14:03:32.567632,MCH_0050,77.7,25.29,1.23
2025-06-06 16:33:32.567632,MCH_0065,67.8,34.36,1.08
2025-03-11 18:33:32.567632,MCH_0100,64.19,24.45,1.38
2025-05-24 01:48:32.567632,MCH_0067,64.24,23.13,1.22
2025-03-21 11:18:32.567632,MCH_0019,76.34,27.55,1.31
2025-03-24 23:33:32.567632,MCH_0059,85.23,23.31,1.32
2025-04-08 18:33:32.567632,MCH_0059,87.92,34.36,1.56
2025-03-12 23:33:32.567632,MCH_0032,65.89,34.23,0.7
2025-06-05 18:18:32.567632,MCH_0067,85.77,25.54,1.12
2025-04-16 01:48:32.567632,MCH_0064,80.12,30.25,1.4
2025-05-04 03:48:32.567632,MCH_0096,81.74,23.98,1.43
2025-04-15 14:48:32.567632,MCH_0028,81.55,30.08,1.57
2025-03-02 14:33:32.567632,MCH_0067,62.4,29.35,1.23
2025-06-12 06:03:32.567632,MCH_0002,75.31,24.3,0.92
2025-06-03 03:03:32.567632,MCH_0046,75.68,37.04,1.28
2025-04-17 23:48:32.567632,MCH_0024,74.0,28.95,0.99
2025-03-09 03:03:32.567632,MCH_0027,62.47,26.51,1.23
2025-06-07 20:18:32.567632,MCH_0067,63.95,35.14,0.89
2025-05-19 09:33:32.567632,MCH_0048,61.91,28.53,1.46
2025-04-22 10:18:32.567632,MCH_0031,75.71,31.39,1.09
2025-04-04 08:18:32.567632,MCH_0092,86.73,25.02,1.26
2025-04-05 01:18:32.567632,MCH_0064,56.96,30.64,1.19
2025-05-04 20:03:32.567632,MCH_0032,69.88,25.2,1.41
2025-04-06 05:33:32.567632,MCH_0043,57.75,30.32,1.38
2025-03-27 23:48:32.567632,MCH_0048,70.49,24.12,0.89
2025-04-06 02:18:32.567632,MCH_0076,77.57,35.88,1.07
2025-04-10 16:18:32.567632,MCH_0033,66.02,23.67,1.28
2025-04-04 11:18:32.567632,MCH_0011,74.2,29.29,0.87
2025-05-11 19:18:32.567632,MCH_0070,57.8,27.87,1.44
2025-05-11 17:33:32.567632,MCH_0086,77.74,36.41,1.77
2025-06-01 12:33:32.567632,MCH_0036,89.21,36.66,0.87
2025-03-05 18:03:32.567632,MCH_0036,73.4,31.03,0.94
2025-04-15 02:03:32.567632,MCH_0025,62.72,28.25,1.09
2025-03-01 15:18:32.567632,MCH_0088,88.17,26.29,1.79
2025-05-07 22:33:32.567632,MCH_0035,81.58,34.07,0.52
2025-04-02 07:33:32.567632,MCH_0087,84.35,29.72,0.91
2025-04-20 16:18:32.567632,MCH_0080,81.02,30.63,1.67
2025-03-11 12:03:32.567632,MCH_0061,64.16,27.07,1.12
2025-03-22 07:03:32.567632,MCH_0080,62.76,31.15,1.64
2025-06-10 05:48:32.567632,MCH_0017,56.75,30.19,1.49
2025-05-28 03:18:32.567632,MCH_0061,81.42,28.18,0.7
2025-05-05 16:18:32.567632,MCH_0097,65.47,25.14,0.77
2025-05-13 07:33:32.567632,MCH_0027,80.57,20.72,1.31
2025-03-12 02:48:32.567632,MCH_0090,81.88,33.65,1.27
2025-03-28 07:18:32.567632,MCH_0019,79.23,20.64,1.55
2025-05-07 17:03:32.567632,MCH_0049,80.24,26.91,0.9
2025-05-27 15:18:32.567632,MCH_0062,70.54,31.4,1.79
2025-05-23 04:48:32.567632,MCH_0091,79.64,27.1,0.98
2025-03-15 21:18:32.567632,MCH_0032,76.4,35.22,1.44
2025-04-20 10:18:32.567632,MCH_0039,68.35,39.72,1.31
2025-05-01 19:33:32.567632,MCH_0054,77.8,33.09,1.62
2025-05-01 18:48:32.567632,MCH_0002,77.97,31.48,0.82
2025-04-24 09:33:32.567632,MCH_0006,83.75,17.07,1.39
2025-06-08 20:03:32.567632,MCH_0089,77.94,38.4,0.88
2025-05-21 00:18:32.567632,MCH_0028,60.4,24.22,1.3
2025-03-01 10:03:32.567632,MCH_0092,64.11,25.54,1.54
2025-05-29 04:48:32.567632,MCH_0038,79.45,25.08,1.24
2025-03-21 13:33:32.567632,MCH_0014,79.86,24.67,1.29
2025-05-30 13:18:32.567632,MCH_0040,90.58,30.3,1.78
2025-05-07 20:48:32.567632,MCH_0054,70.79,30.13,0.97
2025-03-07 10:03:32.567632,MCH_0015,63.8,27.11,0.74
2025-04-24 17:18:32.567632,MCH_0019,86.9,31.43,0.48
2025-03-17 21:03:32.567632,MCH_0092,76.39,25.95,1.31
2025-04-27 05:18:32.567632,MCH_0012,63.02,22.18,1.14
2025-05-09 11:03:32.567632,MCH_0083,79.79,27.68,1.24
2025-06-12 10:18:32.567632,MCH_0037,74.45,22.18,0.85
2025-04-10 21:33:32.567632,MCH_0091,51.72,32.55,1.2
2025-04-13 00:03:32.567632,MCH_0053,70.01,38.48,1.06
2025-05-18 16:48:32.567632,MCH_0034,85.8,29.33,1.41
2025-04-10 01:03:32.567632,MCH_0066,80.03,31.83,1.09
2025-04-12 17:18:32.567632,MCH_0005,91.08,29.5,0.92
2025-04-04 17:03:32.567632,MCH_0058,84.09,28.98,1.16
2025-06-08 12:33:32.567632,MCH_0001,81.09,31.5,0.94
2025-03-26 17:33:32.567632,MCH_0057,89.63,27.23,1.08
2025-04-19 19:48:32.567632,MCH_0078,74.73,37.43,1.12
2025-05-23 02:18:32.567632,MCH_0047,78.14,27.86,1.2
2025-04-12 12:33:32.567632,MCH_0063,75.01,27.32,1.11
2025-03-28 11:03:32.567632,MCH_0086,71.86,24.56,1.83
2025-04-07 04:18:32.567632,MCH_0089,83.22,29.7,1.03
2025-05-01 14:33:32.567632,MCH_0040,80.11,39.86,1.07
2025-03-30 10:33:32.567632,MCH_0074,64.74,27.89,0.97
2025-05-13 19:33:32.567632,MCH_0053,66.81,29.26,1.05
2025-03-07 16:03:32.567632,MCH_0078,90.31,29.08,1.2
2025-03-15 09:18:32.567632,MCH_0056,57.0,28.6,0.78
2025-04-09 05:03:32.567632,MCH_0049,74.82,27.77,1.33
2025-05-18 22:03:32.567632,MCH_0082,76.59,32.12,0.85
2025-03-24 23:18:32.567632,MCH_0008,80.52,24.82,0.97
2025-05-10 18:18:32.567632,MCH_0006,78.28,29.0,1.36
2025-04-10 13:48:32.567632,MCH_0027,96.16,29.74,1.02
2025-03-12 20:48:32.567632,MCH_0094,89.01,27.46,1.8
2025-04-15 22:48:32.567632,MCH_0097,67.02,25.53,1.5
2025-04-15 08:48:32.567632,MCH_0093,49.74,35.68,0.77
2025-04-22 19:18:32.567632,MCH_0014,101.13,30.42,1.01
2025-05-25 12:03:32.567632,MCH_0077,72.61,25.31,0.77
2025-03-24 14:03:32.567632,MCH_0098,86.12,32.76,1.43
2025-04-24 22:03:32.567632,MCH_0064,67.66,30.48,1.48
2025-04-16 01:33:32.567632,MCH_0039,80.12,28.09,1.22
2025-05-19 00:33:32.567632,MCH_0011,86.16,39.03,1.68
2025-03-21 01:18:32.567632,MCH_0037,86.75,16.28,1.19
2025-03-09 09:18:32.567632,MCH_0080,86.19,35.15,1.25
2025-03-22 10:48:32.567632,MCH_0074,67.9,26.56,1.07
2025-04-29 00:18:32.567632,MCH_0034,78.36,28.79,1.16
2025-03-23 12:18:32.567632,MCH_0045,69.1,27.34,1.41
2025-05-10 08:48:32.567632,MCH_0088,94.0,36.88,1.21
2025-05-24 18:48:32.567632,MCH_0039,85.35,35.16,0.74
2025-05-11 16:33:32.567632,MCH_0091,77.55,25.62,1.36
2025-03-05 02:03:32.567632,MCH_0053,74.09,25.72,0.84
2025-06-05 05:33:32.567632,MCH_0079,78.03,28.9,0.9
2025-03-03 03:03:32.567632,MCH_0054,74.43,34.06,1.58
2025-05-10 16:18:32.567632,MCH_0080,78.4,31.71,0.92
2025-04-11 04:03:32.567632,MCH_0052,67.6,31.35,1.11
2025-03-10 02:48:32.567632,MCH_0097,80.53,25.01,1.16
2025-05-02 00:33:32.567632,MCH_0030,63.17,36.03,0.74
2025-05-12 19:18:32.567632,MCH_0034,76.35,32.58,1.44
2025-05-05 09:48:32.567632,MCH_0029,84.42,39.64,1.33
2025-04-18 08:48:32.567632,MCH_0095,78.35,28.04,1.53
2025-03-24 11:33:32.567632,MCH_0004,70.12,20.02,1.45
2025-05-09 09:48:32.567632,MCH_0091,79.07,24.94,1.09
2025-03-29 14:33:32.567632,MCH_0053,71.35,29.5,1.4
2025-06-02 08:18:32.567632,MCH_0032,78.29,41.98,1.6
2025-05-17 11:33:32.567632,MCH_0028,92.76,30.65,1.09
2025-04-25 18:03:32.567632,MCH_0015,70.36,31.59,0.88
2025-05-18 18:03:32.567632,MCH_0077,72.56,37.25,1.55
2025-05-22 00:18:32.567632,MCH_0056,87.08,21.9,1.12
2025-04-07 22:18:32.567632,MCH_0033,81.5,37.53,1.28
2025-03-31 15:18:32.567632,MCH_0029,82.51,37.24,1.33
2025-04-15 03:18:32.567632,MCH_0006,82.51,29.78,1.28
2025-03-13 10:03:32.567632,MCH_0044,71.76,38.65,1.36
2025-05-27 03:33:32.567632,MCH_0081,79.02,34.32,1.81
2025-06-04 23:18:32.567632,MCH_0074,92.55,48.08,1.32
2025-06-01 13:33:32.567632,MCH_0021,76.72,31.8,1.22
2025-05-10 04:03:32.567632,MCH_0076,86.43,37.09,1.55
2025-05-14 04:48:32.567632,MCH_0009,71.3,30.93,1.45
2025-03-23 06:48:32.567632,MCH_0067,89.86,27.41,0.35
2025-04-28 04:18:32.567632,MCH_0058,77.89,25.52,1.61
2025-03-31 21:33:32.567632,MCH_0046,82.18,34.63,1.14
2025-05-08 10:18:32.567632,MCH_0056,82.8,27.39,0.87
2025-03-26 07:33:32.567632,MCH_0037,91.07,32.19,1.18
2025-04-06 16:03:32.567632,MCH_0065,77.63,27.05,1.09
2025-05-14 05:03:32.567632,MCH_0026,69.38,32.35,1.0
2025-03-10 23:48:32.567632,MCH_0036,83.43,31.22,1.08
2025-05-15 21:03:32.567632,MCH_0041,90.0,35.1,1.08
2025-06-09 11:18:32.567632,MCH_0098,75.63,33.1,1.15
2025-05-01 21:18:32.567632,MCH_0007,67.82,29.47,1.0
2025-05-04 19:03:32.567632,MCH_0052,76.18,27.56,1.48
2025-04-25 10:18:32.567632,MCH_0095,80.88,37.03,1.32
2025-04-13 18:18:32.567632,MCH_0084,94.17,24.86,1.34
2025-04-25 11:48:32.567632,MCH_0063,82.5,34.12,1.17
2025-03-27 17:03:32.567632,MCH_0055,84.6,31.61,0.75
2025-04-27 04:03:32.567632,MCH_0010,87.62,25.79,0.97
2025-06-05 03:18:32.567632,MCH_0010,92.82,36.91,1.09
2025-04-15 04:48:32.567632,MCH_0098,77.38,34.8,1.49
2025-05-07 03:18:32.567632,MCH_0070,73.73,25.94,1.3
2025-03-05 10:48:32.567632,MCH_0074,72.5,36.84,1.19
2025-04-28 03:33:32.567632,MCH_0053,82.44,34.89,1.0
2025-03-04 02:33:32.567632,MCH_0037,86.83,28.54,1.27
2025-04-26 06:18:32.567632,MCH_0063,72.17,26.24,1.55
2025-04-11 15:33:32.567632,MCH_0097,85.38,31.7,1.01
2025-03-27 22:18:32.567632,MCH_0036,85.79,26.22,0.96
2025-03-27 10:33:32.567632,MCH_0058,66.95,30.62,0.96
2025-04-03 22:03:32.567632,MCH_0012,73.85,36.14,1.49
2025-04-26 18:18:32.567632,MCH_0048,81.41,28.73,1.13
2025-06-08 23:48:32.567632,MCH_0050,79.28,31.01,1.15
2025-05-14 18:48:32.567632,MCH_0026,80.73,25.56,0.95
2025-05-17 16:03:32.567632,MCH_0020,69.95,26.24,1.49
2025-04-14 04:33:32.567632,MCH_0005,78.57,34.66,1.75
2025-03-14 07:48:32.567632,MCH_0016,86.36,26.97,1.05
2025-05-08 12:03:32.567632,MCH_0037,85.65,37.58,1.12
2025-05-17 12:33:32.567632,MCH_0075,70.08,24.46,1.09
2025-03-12 10:18:32.567632,MCH_0022,73.8,27.73,1.7
2025-04-08 03:48:32.567632,MCH_0002,85.79,30.07,1.37
2025-06-09 09:18:32.567632,MCH_0015,81.24,29.99,1.45
2025-04-29 21:48:32.567632,MCH_0098,87.36,30.04,0.91
2025-05-28 13:33:32.567632,MCH_0036,57.48,36.14,1.41
2025-03-17 22:18:32.567632,MCH_0009,73.36,34.86,1.2
2025-04-30 10:03:32.567632,MCH_0028,68.5,26.29,1.19
2025-05-06 12:33:32.567632,MCH_0017,76.3,34.24,0.57
2025-05-15 22:18:32.567632,MCH_0046,85.36,34.41,1.23
2025-05-27 10:03:32.567632,MCH_0085,61.19,34.58,1.24
2025-04-20 19:48:32.567632,MCH_0037,73.65,31.41,0.85
2025-05-12 00:03:32.567632,MCH_0004,78.44,31.03,0.69
2025-03-28 01:33:32.567632,MCH_0045,74.48,24.71,1.08
2025-05-23 19:18:32.567632,MCH_0068,68.24,21.98,1.37
2025-05-07 04:48:32.567632,MCH_0032,69.1,29.85,0.88
2025-05-19 17:48:32.567632,MCH_0030,88.43,24.32,1.3
2025-04-21 15:03:32.567632,MCH_0022,66.37,29.64,0.82
2025-05-11 18:18:32.567632,MCH_0056,66.44,24.21,0.9
2025-04-25 22:03:32.567632,MCH_0016,69.67,32.84,1.0
2025-03-21 05:33:32.567632,MCH_0069,78.57,22.09,1.11
2025-04-03 05:18:32.567632,MCH_0052,85.75,27.51,0.71
